,thumb_raw_signal,index_raw_signal,middle_raw_signal,thumb_normalized_signal,index_normalized_signal,middle_normalized_signal,thumb_label,index_label,middle_label
0,-1.58e-06,-1.57e-06,-1.67e-06,-1.58158158147792e-06,0.20245157975460115,0.14520708083832368,0.0,0.0,0.0
1,-6.81e-06,-5.2e-06,-6.05e-06,-6.816816816801463e-06,0.20244601226993852,0.14520052395209593,0.0,0.0,0.0
2,-1.05e-05,-9.08e-06,-1e-05,-1.0510510510486348e-05,0.20244006134969328,0.14519461077844342,0.0,0.0,0.0
3,-2.12e-05,-1.6e-05,-1.87e-05,-2.122122122127923e-05,0.20242944785276062,0.1451815868263473,0.0,0.0,0.0
4,-2.01e-05,-1.64e-05,-1.83e-05,-2.01201201200929e-05,0.20242883435582826,0.14518218562874252,0.0,0.0,0.0
5,6.44e-06,6.22e-06,6.89e-06,6.446446446428666e-06,0.20246352760736186,0.1452198952095809,0.0,0.0,0.0
6,9.17e-05,7.58e-05,8.61e-05,9.179179179175101e-05,0.202570245398773,0.14533847305389225,0.0,0.0,0.0
7,0.000287,0.000233,0.000265,0.000287287287287219,0.20281134969325154,0.1456062874251498,0.0,0.0,0.0
8,0.000638,0.000519,0.000589,0.0006386386386385556,0.20325000000000015,0.1460913173652696,0.0,0.0,0.0
9,0.0012,0.000977,0.00111,0.001201201201201263,0.20395245398773,0.14687125748503016,0.0,0.0,0.0
10,0.00199,0.00163,0.00184,0.0019919919919919593,0.20495398773006146,0.14796407185628757,0.0,0.0,0.0
11,0.003,0.00248,0.00278,0.0030030030030030463,0.2062576687116564,0.1493712574850301,0.0,0.0,0.0
12,0.00419,0.00349,0.0039,0.004194194194194312,0.20780674846625757,0.15104790419161684,0.0,0.0,0.0
13,0.00545,0.00459,0.00509,0.00545545545545556,0.2094938650306748,0.15282934131736536,0.0,0.0,0.0
14,0.00669,0.00568,0.00627,0.006696696696696591,0.21116564417177908,0.15459580838323372,0.0,0.0,0.0
15,0.00778,0.00668,0.00731,0.007787787787787881,0.21269938650306752,0.15615269461077874,0.0,0.0,0.0
16,0.00864,0.00749,0.00815,0.008648648648648782,0.21394171779141113,0.1574101796407188,0.0,0.0,0.0
17,0.00925,0.00808,0.00875,0.0092592592592593,0.21484662576687108,0.15830838323353302,0.0,0.0,0.0
18,0.0096,0.00844,0.00911,0.00960960960960966,0.21539877300613508,0.15884730538922165,0.0,0.0,0.0
19,0.00978,0.00864,0.0093,0.009789789789789838,0.21570552147239264,0.15913173652694623,0.0,0.0,0.0
20,0.00987,0.00873,0.00941,0.009879879879879816,0.2158435582822087,0.15929640718562887,0.0,0.0,0.0
21,0.00997,0.00881,0.00953,0.009979979979980014,0.21596625766871158,0.1594760479041919,0.0,0.0,0.0
22,0.0102,0.00897,0.00976,0.010210210210210402,0.2162116564417178,0.15982035928143734,0.0,0.0,0.0
23,0.0105,0.00924,0.0101,0.010510510510510551,0.21662576687116575,0.16032934131736543,0.0,0.0,0.0
