,thumb_raw_signal,index_raw_signal,middle_raw_signal,thumb_normalized_signal,index_normalized_signal,middle_normalized_signal,thumb_label,index_label,middle_label
0,1.48e-07,2.84e-09,-4.46e-08,1.4814814819352762e-07,0.0025087835825390314,-4.46446446478177e-08,0.0,0.0,0.0
1,-4.32e-07,-4.69e-08,-2.76e-07,-4.324324324178619e-07,0.0025087336678375483,-2.762762761898685e-07,0.0,0.0,0.0
2,-6.27e-07,-2.86e-07,-4.4e-07,-6.276276276473425e-07,0.002508493728048178,-4.4044044045232766e-07,0.0,0.0,0.0
3,-1.21e-06,-4.67e-07,-7.67e-07,-1.2112112112161455e-06,0.0025083120923232727,-7.67767767695382e-07,0.0,0.0,0.0
4,-3.03e-06,-8.8e-07,-1.59e-06,-3.033033033061905e-06,0.002507897641746082,-1.5915915916320245e-06,0.0,0.0,0.0
5,-2.81e-06,-8.46e-07,-9.41e-07,-2.81281281278023e-06,0.0025079317611640395,-9.419419420009234e-07,0.0,0.0,0.0
6,-7.89e-07,3.06e-07,1.14e-06,-7.897897897901629e-07,0.0025090878073257272,1.1411411411366146e-06,0.0,0.0,0.0
7,1e-05,4.13e-06,9.39e-06,1.0010010009997572e-05,0.0025129252383342404,9.39939939947898e-06,0.0,0.0,0.0
8,3.37e-05,1.26e-05,2.67e-05,3.373373373372068e-05,0.002521424987456111,2.6726726726877814e-05,0.0,0.0,0.0
9,7.72e-05,2.72e-05,5.9e-05,7.727727727724343e-05,0.0025360762669344172,5.905905905900788e-05,0.0,0.0,0.0
10,0.000149,4.94e-05,0.000113,0.00014914914914920807,0.002558354239839522,0.000113113113113128,0.0,0.0,0.0
11,0.000246,7.87e-05,0.000187,0.00024624624624625113,0.0025877571500252383,0.00018718718718724325,0.0,0.0,0.0
12,0.000363,0.000112,0.000277,0.00036336336336328934,0.0026211741093828955,0.0002772772772772214,0.0,0.0,0.0
13,0.000476,0.000146,0.000364,0.00047647647647641733,0.0026552935273458367,0.00036436436436448894,0.0,0.0,0.0
14,0.000556,0.000174,0.000424,0.00055655655655662,0.0026833918715505334,0.00042442442442447437,0.0,0.0,0.0
15,0.000566,0.000189,0.000426,0.0005665665665666175,0.0026984445559459225,0.00042642642642642947,0.0,0.0,0.0
16,0.000475,0.000186,0.000343,0.0004754754754754398,0.0026954340190668002,0.0003433433433432942,0.0,0.0,0.0
17,0.000268,0.000164,0.000161,0.0002682682682684234,0.002673356748620348,0.00016116116116116075,0.0,0.0,0.0
18,-4.67e-05,0.000124,-0.000114,-4.6746746746650913e-05,0.0026332162568991624,-0.00011411411411410555,0.0,0.0,0.0
19,-0.00044,7.04e-05,-0.000456,-0.0004404404404404483,0.0025794279979931556,-0.0004564564564564222,0.0,0.0,0.0
20,-0.000858,1.2e-05,-0.000818,-0.0008588588588588353,0.0025208228800803756,-0.000818818818818845,0.0,0.0,0.0
21,-0.00124,-4.2e-05,-0.00115,-0.0012412412412412532,0.0024666332162570637,-0.001151151151151164,0.0,0.0,0.0
22,-0.00154,-8.3e-05,-0.00139,-0.0015415415415415135,0.0024254892122428373,-0.0013913913913914389,0.0,0.0,0.0
23,-0.00171,-0.000105,-0.00153,-0.0017117117117116942,0.002403411941796385,-0.0015315315315315159,0.0,0.0,0.0
